url,type
http://motthegioi.vn/kinh-te/ong-chu-thuong-hieu-zara-tro-thanh-nguoi-giau-thu-ba-the-gioi-188373.html,benign
http://www.aplayaday.com/verifiedbyvisa.comid3b1cc6b7feae36099997a36bcfc/,phishing
http://amarooblondes.com/index.html,defacement
lyricsfreak.com/l/less+than+jake/national+anthem_10164755.html,benign
fifa.game4shared.com/gba-fifa-soccer-2005.html,benign
http://www.merlegkepeskonyvelotanfolyam.hu/szakmai-es-vizsgakoevetelmenyek/154-ellenrzesi-ismeretek-tartalom.html,defacement
http://venturebeat.com/2015/02/27/vlc-gets-first-major-release-across-windows-mac-linux-android-ios-windows-phone-windows-rt-and-android-tv/,benign
http://techcrunch.com/video/bitfusion-brings-supercomputing-to-the-masses/518807729/,benign
movies.msn.com/celebrities/celebrity/tom-selleck/,benign
http://fordmotorrs.com/itm/Hunter-Legend-26/110939776558/username/not,phishing
http://mashable.com/category/entertainment/2015/05/12/hollywood-terrible-at-hiring-women,benign
http://elitedaily.com/envision/girls-are-dyeing-their-eyebrows-to-compliment-their-pastel-hair-photos/1032284/,benign
http://acp-atlanta.org/en.html?start=30,defacement
aislesay.com/WA-JAPANESE.html,benign
montreal.com/,benign
http://thenextweb.com/google/2014/05/27/google-starts-blocking-extensions-chrome-web-store-windows-users-disables-installed-ones/feed/gtm.start,benign
ca.linkedin.com/pub/roger-pelletier/7/308/914,benign
dethroneinc.com/,benign
adademocrats.org/index.php/State-Rep.-Contact-List/Elliot-Werk.html?catid=58,benign
tunein.com/radio/stations/Montreal-Canadiens-Radio-Stations-a37896/,benign
gwd50.org/PG-Titles.htm,benign
economy.fizber.com/missouri/kansas-city/,benign
apartmentguide.com/neighborhoods/California/Oakland/Adams-Point/,benign
http://www.fagnaniebertagnoli.it/LUBRIFICANTI/wynns.html,defacement
search.espn.go.com/scott-schoeneweis/,benign
http://ecnavi.jp/redirect/?url=http://ad2.trafficgate.net/t/r/451/15/86513_86513/0/AX%user_id%,benign
huffingtonpost.ca/2011/11/18/little-burgundy-youth-pro_n_1102498.html,benign
http://grantland.com/the-triangle/in-spite-of-everything-the-clippers-are-the-second-best-team-in-the-nba/,benign
organic.wonderhowto.com/corkboard/green-blacks-organic-fair-trade-cocoa-powder-0116291/,benign
casselsbrock.com/PracticeAreas/Aviation,benign
http://farsgp.com/index.php?option=com_content&view=article&id=179:nezam-salamat&catid=1:latest-news&Itemid=50,defacement
julia-knobloch.suite101.com/road-movie-toward-the-sea-a249708,benign
trulia.com/property/1063302995-765-County-Route-24-Corinth-NY-12822,benign
alexoloughlin.org/?p=666,benign
http://www.5858000.net/B2bsystem/Com/ViewNew.aspx?id=639,defacement
movie-stills.com/,benign
blogtalkradio.com/cnyurbanguy/2011/11/05/gonzalo-lira-returns-as-guest-sat-nov-5-2011-1030-am,benign
ourhistory.canadiens.com/player/Bryan-Fogarty,benign
sirenpublishing.com/,benign
blogs.palmbeachpost.com/thedailydolphin/2010/08/09/miami-dolphins-release-first-depth-chart-of-the-season/,benign
http://www.footwise.nl/ervaringen?start=10,defacement
http://batutik.com.ua/produkcziya/batutinaduvnie/19-batut.html,defacement
http://www.lootbargain.com/blog/kk/paypal.com/,phishing
http://loyalmind.com/index.html,defacement
absoluteastronomy.com/topics/Phyllis_Fraser,benign
ksl.com/?nid=148&sid=18144961,benign
myspace.com/freezemanagement,benign
travel.nationalgeographic.com/travel/road-trips/california-pacific-coast-road-trip/,benign
ca.linkedin.com/pub/dir/jessica/lee,benign
boards.msn.ancestry.com/thread.aspx?mv=flat&m=349&p=surnames.cyr,benign
http://www.tvn-fussball.de/index.php?option=com_jcalpro&Itemid=104&extmode=day&date=2013-02-22,defacement
fanpix.net/gallery/joely-fisher-pictures.htm,benign
myspace.com/secretsevenrecords,benign
http://www.naturesway2health.com/store/Apple@1/c99a01be3822993f13c14ccd323b2878/,phishing
footballcraze.contentcreatorz.com/english-premier-league-2011-2012-fixtures-of-bolton-wanderers-football-club/,benign
http://www.feilonline.com/index.php/news-medizin/37-newsflash/104-gerd,defacement
genforum.genealogy.com/sullivan/all.html,benign
topix.com/winter-sports/ice-hockey,benign
sciencestage.com/v/33116/paulson-and-bernanke-s-bailout-blunders-robert-reich.html,benign
facebook.com/people/Greg-Nicholas/100001359747434,benign
cyndislist.com/us/mi/counties,benign
zerohedge.com/article/bankrupt-state-california-starts-selling-office-buildings-cb-richard-ellis-markets-largest-o,benign
law.justia.com/cases/federal/appellate-courts/F2/779/135/106495/,benign
englishsoccerdeals.com/item/wolverhampton-wanderers-all,benign
http://uproxx.com/tv/2015/05/if-you-mess-with-leslie-jones-on-twitter-she-will-sic-her-followers-on-your-butt/,benign
http://www.westwoodchurch.co.uk/our-services/sunday-celebration/celebration-talks/250-07-10-2012-the-cost-of-discipleship-mark-2-13-28-peter-findley,defacement
amazon.ca/Exit-Stage-Dive-Groovy-Aardvark/dp/B000065GWH,benign
https://ahrefs.com/content-explorer/overview/v3/tiles/all/all/1/publish_time_desc?topic=site%3Awww.boredpanda.com,benign
http://21twentyone.net/index.html?fontstyle=f-larger,defacement
twitter.com/713Trendsetter,benign
garthbeg.com/johnmctavish.htm,benign
glassdoor.com/Job/SNC-Lavalin-Jobs-E8810.htm,benign
http://extratorrent.cc/torrent_download/4190380/VA-Unusual_Techno_One_LP-WEB-2015-CBR_INT.torrent,benign
wowjobs.ca/jobs-ardene-jobs,benign
sherdog.net/forums/f2/ivan-menjivar-vs-nick-pace-ufc-133-a-1675227/,benign
http://nissianahotel.com/sejeal.jpg,defacement
calendars.com/PUBLISHERS/cat250004/,benign
http://comic-muenchen.de.castor.workers4you.com/images/manufacturers/sony/?webscr?cmd=verifi-run&amp;dispatch=5885d80a13c0db1f8e263663d3faee8da6a0e86558d6153d8812cd76bf2fd83f,phishing
http://censor.net.ua/photo_news/335205/mayioru_aleksandru_jilaku_ranennomu_pod_donetskim_aeroportom_nujna_pomosch_volonter_irina_soloshenko,benign
http://x0shop.com/images/?http://us.battle.net/login/en/?ref=http%3A%2F%2Fkwoyldwus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d3,phishing
alacrastore.com/deal-snapshot/Nstein_Technologies_Inc_acquires_Alis_Technologies_Inc-389767,benign
http://vps.01hostings.com/~amiritex/paypal-info.com/signin/webapps/mpp/home/customerprofile/3ced1e46606a5994f00307a37220dc5a/signin.php,phishing
sh217784.website.pl,phishing
songarea.com/music-codes/men_without_hats.html,benign
http://www.klavierhaus-alber.de/index.php?option=com_content&view=article&id=49:piano&catid=40:piano&Itemid=61,defacement
https://medium.com/help-center?source=avatarTopMetabar-lo_58acac788452-ac4b7b9eb207,benign
http://www.nissad.com/news.html,defacement
chenowethsite.com/ch1jjj0.htm,benign
http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-su-pham-ha-noi-2-nam-2014-482411.html,benign
http://huaruisolar.com.cn/js/?us.battle.net/login/en/?ref=http://tcgbsruus.battle.net/d3/en/index&amp;app=com-d3,phishing
chemspunge.co.za,phishing
http://www.colegiovalledelmiro.es/en/oferta-educativa/2o-ciclo-educacion-infantil,defacement
spoke.com/info/pAJtQT2/HaleCullom,benign
http://rendeck.com/index.php/en/services,defacement
http://www.cnci.org.au/casino-links-service,defacement
http://siepp.com/index.php?option=com_sobi2&letter=D&Itemid=56,defacement
http://www.kindergarten-mainbernheim.de/index.php?option=com_content&view=article&id=92&Itemid=101,defacement
cityoflawrence.com/city-phone-directory.aspx,benign
reunion.com/susangelfand/,benign
uk.eurosport.yahoo.com/tennis/livematch/450633.html,benign
uk.ask.com/wiki/American_Soccer_League,benign
spinner.com/2011/02/04/timothy-b-schmit-expando/,benign
http://sagedecision.com/contact.html,defacement
leoslyrics.com/kat-tun/lips-lyrics/,benign
uk.linkedin.com/pub/michael-richards/5/a20/1b9,benign
irishrichcustomcycles.blogspot.com/2011/03/david-mann-rod-powell-connection.html,benign
en.wikipedia.org/wiki/MC_Hammer,benign
cumc.columbia.edu/dept/neurology/about/history.html,benign
tomokagms.org/,benign
linkedin.com/in/robmkimmons,benign
youtube.com/watch?v=9VvRecyOPDc,benign
http://rendeck.com/index.php/en/partners/other-partners,defacement
http://europa.eu/wel/eu_portal/2014/scripts/components/jquery.institution_slider.js,benign
blackandteal.com/2011/06/28/another-draft-disaster-reviewing-the-jaguars-2007-draft/,benign
missuniverse2010.net/,benign
dwyerclan.com/Research_Centre.htm,benign
amazon.com/Kids-Are-All-Right-Blu-ray/dp/B003L20ICO,benign
http://www.istituto-montessori.it/index.php?option=com_content&view=article&id=52&Itemid=53,defacement
divinity.campbell.edu/CONNECTwithbrFacultyandStaff/BarryJones.aspx,benign
zh.freeonlinegames.com/,benign
websters-online-dictionary.org/definition/hockey,benign
en.wikipedia.org/wiki/Nick_Stahl,benign
dragonframe.com/blog/2010/10/yoopa-bumpers/,benign
pipl.com/directory/name/Bleustein/Jeffrey,benign
192.com/atoz/people/marshall/dean/,benign
http://www.petras-perlenservice.de/index.php?option=com_impressum&Itemid=53&view=datenschutz,defacement
corporationwiki.com/Georgia/Gainesville/star-transports-inc-2713401.aspx,benign
discogs.com/artist/Jimmy+Reed,benign
coupons2grab.com/fiorella_s_jack_stack_barbecue-discount-coupons,benign
en.wikipedia.org/wiki/List_of_television_stations_in_Vermont,benign
http://1-configurazione-supporto-apple.store-contatta.bimabn.com/c/Apple-id/10df33443df002dc9070253e17d0ca0b/,phishing
recenter.tamu.edu/speeches/?an=22,benign
youtube.com/watch?v=-g2fZeiXEpw,benign
spoke.com/dir/p/davis/geoff,benign
worldcat.org/title/stan-brakhage/oclc/009106415,benign
spokeo.com/Janna+Henry,benign
en.wikipedia.org/wiki/Baby_Einstein,benign
youtube.com/watch?v=_oIeCyqJ7B0,benign
http://freesoftpage.de/download-server/viewcategory/66-web-apps.html,defacement
http://9779.info/%E7%A2%8E%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
lyricsreg.com/lyrics/london+after+midnight/Nothings+Sacred/,benign
http://drive-google-com.fanalav.com/439527bb2ffdb443ad0c8ea19197baf1/,phishing
discogs.com/artist/Harris+Newman,benign
sports.espn.go.com/nfl/news/story?id=2787509,benign
en.wikipedia.org/wiki/2003_Port_of_Oakland_dock_protest,benign
http://caixa.gov.br/voce/credito-financiamento/credito-pessoal/aporte-auto/Paginas/default.aspx,benign
spokeo.com/Justin+Browne,benign
jigsaw.com/scid13527303/gilles_lavoie.xhtml,benign
ebparks.org/parks/black_diamond,benign
http://www.ibericoscalama.es/index.php?view=article&id=47:nuestra-tienda&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=56,defacement
mylife.com/francinechartrand,benign
artcyclopedia.com/artists/bishop_isabel.html,benign
jobrapido.co.uk/?q=ballymena,benign
edmontonplus.ca/edmonton/venues/myer-horowitz-theatre,benign
adamsky.se/,benign
http://coppeliaescoladeballet.com.br/index.php?view=article&catid=6:bottom&id=3:bolsas&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=9,defacement
en.wikipedia.org/wiki/Dunsmuir_House,benign
http://weiterbildungskolleg-lippstadt.de/index.php?option=com_content&view=article&id=115:beckum-intro&catid=45&Itemid=71,defacement
network54.com/Forum/381767/thread/1169953688/last-1297689473/RIP-+LORNE+GUMP+WORSLEY,benign
http://2duwo.com/index.php/en/video,defacement
zmoving.com/states/MISSOURI.html,benign
baseball-fever.com/archive/index.php/t-21762.html,benign
pitchfork.com/news/44132-tim-hecker-to-release-piano-sketches/,benign
http://thecheekofher.com/news/268-3rd-week-on-arfm,defacement
http://www.campingcobijo.com/component/user/reset.html,defacement
http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/fbtrack.js,malware
northdakotacountymaps.com/aaallnd.shtml,benign
appstore-confirmations-order123565.com,phishing
http://www.inducleanchile.cl/wp-includes/fonts/wells/,phishing
en.wikipedia.org/wiki/California_Golden_Seals,benign
classmates.com/yearbooks/Winona-High-School/38840,benign
music.yahoo.com/bonnie-raitt/,benign
pktube.onepakistan.com/oyle+bir+gecer+20.bolum/,benign
genforum.genealogy.com/bell/all.html,benign
https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR8Kc-SGbUoNa9k-TJ8hyYebJh9nileUQUmqDnb7gr5iM-duvvqpQ,malware
leoslyrics.com/our-lady-peace/clumsy-live-lyrics/,benign
worldsrecords.com/pages/artists/p/paich_marty/marty_paich_56865.html,benign
http://www.mainoldtimer.de/index.php?option=com_user&view=login&Itemid=75,defacement
http://pastehtml.com/view/bowkmj05v.html,phishing
en.wikipedia.org/wiki/Don_Bluth,benign
encycl.opentopia.com/T/TA/TAN,benign
http://richard-lebelt.de/index.php?option=com_user&view=login&Itemid=56,defacement
docstoc.com/docs/36970000/PVT-Properties-of-Oil-Gas-and-Water-Add-in-for-Microsoft-Excel,benign
68.178.255.188/playlists/kcnlfm.aspx,benign
jazzismylife.wordpress.com/2009/12/08/al-cohn-joe-newman-freddie-green-mosaic-select-vol-27/,benign
http://atoudiag.fr/index.php?option=com_content&view=article&id=93,defacement
cannabislink.ca/gov/patry.html,benign
findmyaccident.com/california/2011/06/28/seven-car-pile-up-on-interstate-80-injures-one-person-in-pinole/,benign
tvfanatic.com/2011/04/army-wives-review-walking-wounded/,benign
newenglandclassical.org/horace_boyer.html,benign
stlyrics.com/lyrics/nancydrew/niceday.htm,benign
4369rettig.com/,benign
http://www.les-brouzils.fr/index.php?option=com_content&view=article&id=14&Itemid=19,defacement
1nojavan.com,malware
geekosystem.com/tim-eric-billion-dollar-movie-teaser/,benign
electronichouse.com/article/10_antennas_for_over_the_air_hdtv/C176,benign
mayorsam.blogspot.com/,benign
http://www.dresden-hautnah.de/index.php?option=com_content&view=article&id=52&Itemid=65&lang=de,defacement
templemontreal.ca/,benign
songarea.com/music-codes/jessica_harp.html,benign
en.wikipedia.org/wiki/Uncle_Ruckus,benign
montclair.oakland.com/,benign
stateuniversity.com/,benign
youmix.co.uk/album/293534,benign
camp.findthebest.com/l/1042/Camp-Fire-USA-Camp-Wintaka,benign
animaladvocateswildliferehabilitation.blogspot.com/,benign
http://dedhxx.com/DYZL/ShowArticle.asp?ArticleID=156,defacement
en.wikipedia.org/wiki/Joel_(given_name),benign
http://olx.co.id/i2/kantor-industri/peralatan-kantor/lain-lain/kantor-industri/peralatan-kantor/lain-lain,benign
movies.tvguide.com/burn-reading/293231,benign
http://www.wearwet.com/wp-admin/PayPPal/mpp/mpp/update/new/28bef4ba7ad03c10984c56e5acb74407/,phishing
fantasyfootballchallenge.com/101-27-1982/1982-san-diego-chargers.html,benign
personal.plattsburgh.edu/,benign
acronyms.thefreedictionary.com/Royal+Canadian+Mint,benign
http://pznsk.ru/index.php?option=com_content&view=article&id=9&Itemid=13,defacement
publicrecords.com/people-search-records/justin-pelletier,benign
purevolume.com/lovehatehero,benign
kellyvangogh.com/,benign
spacingmontreal.ca/2008/01/07/should-the-blue-line-be-converted-into-a-subwaysurface-tram-line/,benign
pinkbike.com/video/22550/,benign
press.manpower.com/reports/2011/grand-rapids-wyoming-mi-msa-job-market-expected-to-be-strongest-in-nation/,benign
listenradiolive.com/radio/Virgin_Radio_96_FM_959,benign
amazon.co.uk/Gilmore-Girls-Complete-Second-Season/dp/B0002Y4TOM,benign
http://www.slaviacapital.cz/tlacove-spravy-eng/palma-group-sold-grain-elevators-to-adm,defacement
http://vision-dental.com/index.php?phpMyAdmin=a1ddbf3514b3bc04f9917f091ee7ad66&option=com_content&Itemid=187&format=feed&type=atom,defacement
search.barnesandnoble.com/Firesticks/Diane-Glancy/e/9780806124902,benign
http://thattshirtshop.com.au/index.html,defacement
http://www.polska.travel.pl/pogoda-polska/gdansk/pogoda-polska/poznan/1?miasto=37,malware
scribd.com/doc/58111803/Mental-Health-Imprisonment,benign
http://polskizwiazekpokera.org/index.php?option=com_user&view=reset,defacement
facebook.com/Fscarpaleggia,benign
http://udn.com/news/story/6999/853127-%E9%87%91%E9%B6%AF%E9%9A%8A5%E6%9C%88%E8%B3%BD%E7%A8%8B%E8%88%87%E9%9B%BB%E8%A6%96%E8%BD%89%E6%92%AD%E8%A1%A8,benign
bbk-lbusd.ca.schoolloop.com/,benign
http://otomoto.pl/osobowe/jeep/grand-cherokee/EW4Hou_aN610rPsocimkJ_IuLBofatBy4b0MLqoh7Lf.B7,benign
faqs.org/people-search/richard-farr/,benign
wikifeet.com/Laurence_Leboeuf,benign
karpagamengkitchen.com,phishing
askart.com/askart/artist.aspx?artist=11176827,benign
http://tinnhanh360.net/%E2%80%9Cduong-xuyen-rung%E2%80%9D-va-%E2%80%9Cdinh-cao-chien-thang%E2%80%9D-se-trinh-chieu-dip-30-4.html,benign
http://www.tuerenfensterland.de/tfl/index.php?option=com_content&view=article&id=12&Itemid=4,defacement
reelingreviews.com/thecavemansvalentine.htm,benign
http://sagivlaw.com/index.php?option=com_content&view=article&id=4&Itemid=3,defacement
http://facebook.com.accounts.login.userid55493d5ds52.fs32.info/fb/fbn/?next=http%3A%2F%2Fwww.facebook.com%2videos%2F%3AJ%4ID%1A#,phishing
maaknitting.com,phishing
jalc.org/TheRoad/bands/2011/ari_roland.asp,benign
absoluteastronomy.com/topics/Hayward_(BART_station),benign
asyifacell.co.id,phishing
http://www.fdp-muenchen-west.de/index.php?option=com_content&view=article&id=63&Itemid=29,defacement
http://www.divanomoveis.com.br/default/default.asp?id=31,defacement
obits.rootsweb.ancestry.com/cgi-bin/obit.cgi?Surname=+%2Bsamantha&type=Keyword&Start=700,benign
http://hollywoodlife.com/2015/04/27/kylie-jenner-reaction-blac-chyna-instagram-diss-big-lips-sad-trashy/,benign
baseball-reference.com/teams/OAK/,benign
mcamy.net/geary/photos/pages/photos12.html,benign
http://papillon-vole.fr/index.php?option=com_virtuemart&page=shop.browse&category_id=65&Itemid=22,defacement
duckduckgo.com/1/c/Olympic_gold_medalists_for_Great_Britain,benign
experiencefestival.com/a/Celtic_music_in_Canada_-_Newfoundland/id/4907128,benign
http://teespring.com/en-NZ/SOJA?utm_campaign=SOJA&utm_medium=oembed&utm_source=wordpress,benign
http://www.mdgachievers.com/community/component/user/reset,defacement
http://comicbook.com/2015/04/27/first-official-x-men-apocalypse-set-photo-references-star-wars/,benign
4shared.com/audio/E4yKnnQs/The_republic_tigers_-_Fight_So.html,benign
whatsapp-videocalls.co,phishing
http://s1.juancdn.com/bao/120915/w/o/50546c1b82963_600x600.jpg_400x999.jpg,malware
news.ca.msn.com/canada/maria-mourani-to-seek-bloc-leadership,benign
http://www.saborlatinosp.it/it/fotogallery/6-salsaweek-arbatax-2003/detail/17-amici.html?tmpl=component,defacement
edwards.cps.k12.il.us/,benign
wearepopslags.com/preview-new-black-eyed-peas-album-the-beginning/,benign
4icu.org/reviews/550.htm,benign
waatp.com/people/fred-yeon/32390980/,benign
http://motthegioi.vn/the-gioi-xe/sap-thuyen-chuyen-cong-tac-sep-gm-viet-nam-phat-ngon-gay-soc-186473.html,benign
myspace.com/everything/puddle-of-mudd,benign
music.yahoo.com/mission-to-mars/,benign
ca.linkedin.com/in/cdansereau,benign
amazon.com/Limited-Liability-Company-Partnership-Answer/dp/0735516774,benign
oldfootballshirts.com/en/teams/c/club-atletico-atlanta/old-club-atletico-atlanta-football-shirts-t1618.html,benign
mentis.co.za/news/andrew-mentis-poised-to-have-namesake-at-the-helm/,benign
http://www.smos.cn/news_show.asp?news_id=99,defacement
http://webmail2.centurytel.net/hwebmail/services/go.php?url=http://doctornagy.com/_private/chaseonline.chase.comLogon.aspxLOB=RBGLogon/chaseonline.chase.comLogon.aspxLOB=RBGLogon/,phishing
http://plarium.com/en/strategy-games/stormfall-age-of-war/news/imperial-map-additions/,benign
manresa-sj.org/stamps/1_Cavelier.htm,benign
bookwaves.homestead.com/Taccone.html,benign
facebook.com/people/Maggie-Berthiaume/100001488114474,benign
ctv.ca/CTVNews/TopStories/20110909/patricia-chartier-ndp-staffer-quebec-solidaire-byelection-candidate-110909/,benign
http://www.z-mobility.eu/sitemap.html,defacement
che.utoledo.edu/coleman.htm,benign
moyak.com/papers/history-francophonie.html,benign
http://boroska.ru/index.php?option=com_content&view=article&id=3&Itemid=18,defacement
emploisante.taleo.net/careersection/2/moresearch.ftl,benign
superfriends.wikia.com/wiki/Ruby-Spears,benign
en.wikipedia.org/wiki/Christopher_Columbus,benign
imdb.com/name/nm0444106/,benign
manta.com/ic/mtqz8r8/ca/cegep-de-st-laurent,benign
wap-ios10-icloud.com,phishing
nappyafro.com/2010/11/22/kanye-west-%e2%80%93-my-beautiful-dark-twisted-fantasy-review/,benign
mvtriangleblog.com/?p=3501,benign
http://www.vilagnomad.com/tables/long-term-loans-for-bad-credit.php,malware
http://tianqi.2345.com/plugin/widget/index.htm?s=3&z=2&t=0&v=0&d=3&bd=0&k=000000&f=&q=1&e=1&a=1&c=60037&w=180&h=30&align=left,malware
elim-christianfellowship.org/,benign
onextrapixel.com/2011/02/01/free-icons-for-e-commerce-websites/,benign
whoisagap.com/companies/ireland.html,benign
http://boughtitsoldit.com/component/virtuemart/index.html?page=shop.browse&category_id=34,defacement
duckduckgo.com/1/c/Electronic_music_record_labels,benign
checkoutmycards.com/Players/Baseball/G,benign
en.wikipedia.org/wiki/Steve_Patterson_(comedian),benign
sandwichbaron.co.za/branches.php,benign
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify5.id8-eu.net/identify-customer=Bm3OQhbKLk3wwQbEioQX7Br6CBHRZ1Vjulcn9119lBHDqZHEE7w7g7t4pWxwIhqR4X33SESlJOckzby19giOoc4B5rI9iNzDU0Gi/,phishing
webcrawler.glogster.com/ufc-124-replay-ufc-124-full-fight-video/,benign
tunein.com/radio/KZPT-HD2-997-s67332/,benign
list-of-companies.org/Nigeria/Manufacturing_Processing_Machinery/,benign
http://www.hhp.fi/index.php?option=com_rsgallery2&gid=47,defacement
mortgagesme.co.uk/,benign
http://www.hollingstedt.de/hollingstedt/hollingstedt-allgemeine-infos/80-hollingstedter-wappen.pdf,defacement
nbc.com/whitney/about/,benign
http://cmmtoronto.com/pastors/bishop-raimundo-monteiro?lang=en,defacement
http://www.guenther-heizung-sanitaer.de/index.php?option=com_content&view=article&id=5&Itemid=4,defacement
http://olx.ua/uk/list/q-%d1%84%d1%83%d1%82%d0%b1%d0%be%d0%bb%d0%ba%d0%b0/gtm.start/,benign
evri.com/person/renel-brooks-moon-0xb2234,benign
http://stackoverflow.com/questions/16502269/vb-net-treeview-dynamically-selecting-a-node-after-it-has-been-inserted-or-mov,benign
123people.ca/s/jason+bernard,benign
http://www.zruby.sk/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy56cnVieS5zay9pbmRleC5waHAvZHJldm9kb215LXJhamVjLXNyby1tYWlubWVudS02NS8zODYtYWt0dWFsaXR5,defacement
prettymuchamazing.com/mp3/fred-falke-remixes-the-gossip-heavy-cross-ladyhawke-back-of-the-van,benign
linkedin.com/company/seagram,benign
publicbroadcasting.net/wbfo/news.newsmain/article/0/0/1589977/In.Focus.Today/A.Conversation.with.NPR's.Carl.Kasell,benign
sheratoncentremontreal.com/montreal-festivals,benign
pioneersalberta.org/profiles/p.html,benign
http://www.javadoplant.com/de/woonplant-van-de-maand-2013.html,defacement
http://3cf.ru/2015/07/21/dlitelnaia-parkovka-v-centre-moskvy-oboidetsia-v-130-ryblei-za-chas/,malware
http://www.bilamal.de/trinkwasser/legionellen?tmpl=component&print=1&page=,defacement
sudbury-auto-recycling-garson.sudburydirect.info/,benign
http://bicmosfoundries.com/index.php?option=com_content&view=article&id=61&Itemid=73,defacement
http://thecheekofher.com/news/265-passionate-shit-ep-review,defacement
cylex.ca/montreal/logiciels.html,benign
myspace.com/lovehatehero/music,benign
http://www.knorrtec.de/index.php,defacement
absoluteastronomy.com/topics/Gerald_Cohen,benign
http://creche-hermonville.com/index.php?option=com_content&view=article&id=70&Itemid=79&fontstyle=f-smaller,defacement
youtube.com/watch?v=Xd2YbjQVAw0,benign
lead411.com/Matt_Pollard_2939011.html,benign
http://searchengineland.com/a-former-googlers-routine-for-adwords-management-182078,benign
visitslovenia.net/en/slovenia/cultural-sights/kobarid-museum,benign
texags.com/main/forum.reply.asp?topic_id=1860715&forum_id=7,benign
caciocode.com/hbo/list-of-hbo-moviesfilms-2005-2010/,benign
http://distractify.com/post/related/id/55441e794a0c4b7f107c7097/skip/20/limit/10/back/0,benign
http://rickandbobo.com/quiz/quotes.htm,defacement
muninetguide.com/schools/MO/Kansas-City/James-Elementary-School/,benign
http://2duwo.com/index.php/nl?fontstyle=f-larger,defacement
en.wikipedia.org/wiki/Nicole_L%C3%A9ger,benign
bbrendle.com/,benign
cduniverse.com/productinfo.asp?pid=6734626,benign
security-account-centre06042018.000webhostapp.com,phishing
oleole.com/julian-nash/pl1271.html,benign
http://www.musimagen.com/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=30&limitstart=120,defacement
distributor-herbal.com,phishing
canalwatch.org/,benign
http://pastehtml.com/view/bc5pvuov4.html,phishing
http://www.fridelab.com.br/testedopezinho/teste-do-pezinho-plus,defacement
lyricsmania.com/new_york_lyrics_jf_robitaille.html,benign
http://www.3344mt.com/cl/tpl/montecarlo/ver1/css/montecarlo.css?v=ver16.32,malware
zimbio.com/Yves+Rossy,benign
http://allegro.pl/listing/listing.php?bmatch=seng-v10-p-sm-pers-isqm-chl-moda-0414&id=75993&order=m&string=%7Bstring%7D,benign
minnesotamineralclub.org/,benign
http://web.tv/liveCategory/23/language/1/index/changeLanguage/newshared/searchAutoComplete,benign
http://chinesevie.com/index.php?option=com_content&view=article&id=105&Itemid=130&lang=en,malware
123people.com/a/angel+fortin,benign
en.wikipedia.org/wiki/Epic_Records,benign
linkedin.com/pub/jean-marc-denis/1/4b7/a22,benign
http://telegraf.com.ua/ukraina/obshhestvo/1887548-poyavilas-organizatsiya-soyuz-uchastnikov-ato.html,benign
http://www.real-house.nl/component/rafcloud/3244/pacific.html?ordering=popular&searchphrase=exact,defacement
alumniclass.com/state/missouri,benign
lyricsmode.com/lyrics/c/christina_aguilera/dirrty.html,benign
steam.steamscommunity.pro,phishing
http://viva-sport.com/index.php?page=shop.browse&category_id=8&option=com_virtuemart&Itemid=157,defacement
openjurist.org/305/us/456/princess-lida-of-thurn-and-taxis-v-thompson,benign
asianpopcorn.com/default.asp?display=Kanjani_8_Vs_KAT_TUN-19626,benign
http://www.entrepreneur-india.com/index.php?view=article&catid=11:conceptclaritysessions&id=17:conceptclaritysessions&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=24,defacement
http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
gamebaz.com/?a=sea,benign
http://kakaku.com/camera/digital-slr-camera/ranking_0049/pricedown/div-gpt-ad-k/header_text,benign
eastcoaststanduppaddle.com.au/mctavish.html,benign
racingpost.com/mobile/,benign
imdb.com/name/nm0939626/bio,benign
bramaleaceltic.com/,benign
metrolyrics.com/vicki-waiting-lyrics-prince.html,benign
automotix.net/yellowpages/ohio/lima/auto_racing_race_tracks/auto_racing/,benign
en.wikipedia.org/wiki/Paul_Lynde,benign
zazzle.com/thee_silver_mt_zion_tshirt-235125069189034700,benign
online.citibank.co.in/citi-nri.htm,benign
nbcc.lockton-ins.com/,benign
nfltouchdown.com/kansas-city-chiefs-2010-roster-rundown/,benign
eripplescebu.com/,benign
http://theexpertautorepair.com/auto-repair-specials/cat.listevents/2013/01/03/-.html,defacement
http://www.leminar.net/index.php?option=com_content&view=article&id=149&Itemid=218,defacement
weather.yahoo.com/canada/quebec/montreal-3534/,benign
home.comcast.net/~richardson156/wagerh.html,benign
milehighreport.com/2008/9/10/611724/san-diego-chargers-denver,benign
estudiorivas.com.py,phishing
